Ciudad,Cultivo,year,Mes,Kilos,Hectáreas,date
Málaga,Olivo,2018,11,40281,465.0289754365431,2018-11-15
Málaga,Olivo,2018,12,45523,90.79354051691784,2018-12-15
Málaga,Vid,2008,1,44919,357.9649938766233,2008-01-15
Málaga,Vid,2008,2,4358,83.73141279293876,2008-02-15
Málaga,Vid,2008,3,11988,228.89011835667495,2008-03-15
Málaga,Vid,2008,4,32521,102.8027747635746,2008-04-15
Málaga,Vid,2008,5,28543,240.7705236930194,2008-05-15
Málaga,Vid,2008,6,12241,453.3355074232578,2008-06-15
Málaga,Vid,2008,7,42875,379.39536052785735,2008-07-15
Málaga,Vid,2008,8,45041,96.82432549548363,2008-08-15
Málaga,Vid,2008,9,5247,410.5298451799936,2008-09-15
Málaga,Vid,2008,10,20738,37.2467056234257,2008-10-15
Málaga,Vid,2008,11,18570,114.09916582578175,2008-11-15
Málaga,Vid,2008,12,45724,132.23452010368382,2008-12-15
Málaga,Vid,2009,1,14998,207.17906705666277,2009-01-15
Málaga,Vid,2009,2,19782,184.8166686954036,2009-02-15
Málaga,Vid,2009,3,13427,455.495879386257,2009-03-15
Málaga,Vid,2009,4,21566,156.4399962769251,2009-04-15
Málaga,Vid,2009,5,7511,143.1002588244411,2009-05-15
Málaga,Vid,2009,6,27177,100.46990410021093,2009-06-15
Málaga,Vid,2009,7,24929,305.8605260452571,2009-07-15
Málaga,Vid,2009,8,30523,417.16509381698353,2009-08-15
Málaga,Vid,2009,9,12989,94.9380959578876,2009-09-15
Málaga,Vid,2009,10,35812,270.4129079527596,2009-10-15
Málaga,Vid,2009,11,39652,251.48159642108405,2009-11-15
Málaga,Vid,2009,12,1249,77.17383445859069,2009-12-15
Málaga,Vid,2010,1,26901,319.7966939252519,2010-01-15
Málaga,Vid,2010,2,10175,67.12570653229139,2010-02-15
Málaga,Vid,2010,3,17260,184.0145073993681,2010-03-15
Málaga,Vid,2010,4,30546,178.53926641326592,2010-04-15
Málaga,Vid,2010,5,42430,332.7440639204858,2010-05-15
Málaga,Vid,2010,6,26105,61.86808558017533,2010-06-15
Málaga,Vid,2010,7,14026,287.63657686367685,2010-07-15
Málaga,Vid,2010,8,10878,352.8480554387671,2010-08-15
Málaga,Vid,2010,9,11377,170.1294058703109,2010-09-15
Málaga,Vid,2010,10,34776,50.53967941559868,2010-10-15
Málaga,Vid,2010,11,5298,402.4805431976488,2010-11-15
Málaga,Vid,2010,12,35820,58.38123137250626,2010-12-15
Málaga,Vid,2011,1,35484,237.3510321017748,2011-01-15
Málaga,Vid,2011,2,48159,55.16229965149183,2011-02-15
Málaga,Vid,2011,3,46925,115.20098485704416,2011-03-15
Málaga,Vid,2011,4,17968,448.89200196769247,2011-04-15
Málaga,Vid,2011,5,31209,372.044671795186,2011-05-15
Málaga,Vid,2011,6,15011,312.3025734184059,2011-06-15
Málaga,Vid,2011,7,6898,270.8230192162127,2011-07-15
Málaga,Vid,2011,8,38707,437.82333295447154,2011-08-15
Málaga,Vid,2011,9,11956,288.3074056848794,2011-09-15
Málaga,Vid,2011,10,7078,285.0152822567128,2011-10-15
Málaga,Vid,2011,11,42691,491.94793119169486,2011-11-15
Málaga,Vid,2011,12,42574,485.1645800710088,2011-12-15
Málaga,Vid,2012,1,23484,127.6346628389076,2012-01-15
Málaga,Vid,2012,2,30345,34.67126821498309,2012-02-15
Málaga,Vid,2012,3,2587,23.352505855899405,2012-03-15
Málaga,Vid,2012,4,22031,494.82156523201945,2012-04-15
Málaga,Vid,2012,5,19816,133.90047794255446,2012-05-15
Málaga,Vid,2012,6,45222,347.493644997569,2012-06-15
Málaga,Vid,2012,7,35217,413.5405910397913,2012-07-15
Málaga,Vid,2012,8,10424,47.45553190932936,2012-08-15
Málaga,Vid,2012,9,44618,181.90136357415764,2012-09-15
Málaga,Vid,2012,10,48111,87.56891105175103,2012-10-15
Málaga,Vid,2012,11,38392,283.0821819040112,2012-11-15
Málaga,Vid,2012,12,9848,418.9495667716833,2012-12-15
Málaga,Vid,2013,1,1589,457.31729792092193,2013-01-15
Málaga,Vid,2013,2,7509,99.5094682774374,2013-02-15
Málaga,Vid,2013,3,45476,292.4714944032994,2013-03-15
Málaga,Vid,2013,4,10968,145.1211281762278,2013-04-15
Málaga,Vid,2013,5,34783,466.9518904254629,2013-05-15
Málaga,Vid,2013,6,29677,342.807584088573,2013-06-15
Málaga,Vid,2013,7,1406,270.4703548164983,2013-07-15
Málaga,Vid,2013,8,23553,469.1833830106417,2013-08-15
Málaga,Vid,2013,9,18369,209.7965714513388,2013-09-15
Málaga,Vid,2013,10,42669,330.53847560018824,2013-10-15
Málaga,Vid,2013,11,30425,485.86394461046007,2013-11-15
Málaga,Vid,2013,12,40696,464.7698993997954,2013-12-15
Málaga,Vid,2014,1,15719,127.17984726291635,2014-01-15
Málaga,Vid,2014,2,8566,310.2699594128901,2014-02-15
Málaga,Vid,2014,3,25042,31.579785900347552,2014-03-15
Málaga,Vid,2014,4,28042,47.63349367406655,2014-04-15
Málaga,Vid,2014,5,27514,123.42524699736424,2014-05-15
Málaga,Vid,2014,6,10890,207.5718005052936,2014-06-15
Málaga,Vid,2014,7,46487,32.925064036166575,2014-07-15
Málaga,Vid,2014,8,47999,309.7971998505785,2014-08-15
Málaga,Vid,2014,9,48466,481.5081088384868,2014-09-15
Málaga,Vid,2014,10,36170,183.89986490841147,2014-10-15
Málaga,Vid,2014,11,45172,270.5139016445967,2014-11-15
Málaga,Vid,2014,12,10343,332.498313905811,2014-12-15
Málaga,Vid,2015,1,40791,116.30856047330096,2015-01-15
Málaga,Vid,2015,2,48101,99.07164493650734,2015-02-15
Málaga,Vid,2015,3,47799,415.3780533712505,2015-03-15
Málaga,Vid,2015,4,14699,215.39960919203943,2015-04-15
Málaga,Vid,2015,5,26883,263.9553264593467,2015-05-15
Málaga,Vid,2015,6,6313,282.9498515047672,2015-06-15
Málaga,Vid,2015,7,29807,256.1893707115245,2015-07-15
Málaga,Vid,2015,8,46226,138.54805372266338,2015-08-15
Málaga,Vid,2015,9,4558,118.01854208025529,2015-09-15
Málaga,Vid,2015,10,37343,237.66045271639567,2015-10-15
Málaga,Vid,2015,11,37966,321.35303486233585,2015-11-15
Málaga,Vid,2015,12,40887,207.57321026007315,2015-12-15
Málaga,Vid,2016,1,10673,164.26465638230792,2016-01-15
Málaga,Vid,2016,2,32601,341.9446549018643,2016-02-15
Málaga,Vid,2016,3,28356,205.1316190394257,2016-03-15
Málaga,Vid,2016,4,45641,413.991043626229,2016-04-15
Málaga,Vid,2016,5,20094,418.1355606313717,2016-05-15
Málaga,Vid,2016,6,2657,126.20078832907848,2016-06-15
Málaga,Vid,2016,7,40531,195.7298378376872,2016-07-15
Málaga,Vid,2016,8,28542,255.23388477469192,2016-08-15
Málaga,Vid,2016,9,39505,423.6640393902101,2016-09-15
Málaga,Vid,2016,10,7009,261.90676685011726,2016-10-15
Málaga,Vid,2016,11,10417,290.7906783033177,2016-11-15
Málaga,Vid,2016,12,3671,443.3340237233192,2016-12-15
Málaga,Vid,2017,1,13734,143.27931661873447,2017-01-15
Málaga,Vid,2017,2,4722,359.29453797186795,2017-02-15
Málaga,Vid,2017,3,41031,483.2161328116763,2017-03-15
Málaga,Vid,2017,4,44856,366.90171862642654,2017-04-15
Málaga,Vid,2017,5,33247,404.66072109252974,2017-05-15
Málaga,Vid,2017,6,41469,74.87826061326275,2017-06-15
Málaga,Vid,2017,7,19581,393.81601164846336,2017-07-15
Málaga,Vid,2017,8,28386,392.2927415566675,2017-08-15
Málaga,Vid,2017,9,14704,305.7291151855493,2017-09-15
Málaga,Vid,2017,10,26174,235.2289016331905,2017-10-15
Málaga,Vid,2017,11,48216,159.2013410469859,2017-11-15
Málaga,Vid,2017,12,26416,98.77980673454056,2017-12-15
Málaga,Vid,2018,1,17508,119.11127877031164,2018-01-15
Málaga,Vid,2018,2,49174,253.47880406502395,2018-02-15
Málaga,Vid,2018,3,47806,214.4247750966425,2018-03-15
Málaga,Vid,2018,4,36739,73.94561941742026,2018-04-15
Málaga,Vid,2018,5,24799,214.89094619977183,2018-05-15
Málaga,Vid,2018,6,20480,400.6334255635938,2018-06-15
Málaga,Vid,2018,7,20945,51.22255450709759,2018-07-15
Málaga,Vid,2018,8,31009,176.86696938514947,2018-08-15
Málaga,Vid,2018,9,7782,18.130315509972963,2018-09-15
Málaga,Vid,2018,10,26933,88.21620170176195,2018-10-15
Málaga,Vid,2018,11,27671,89.87936576929424,2018-11-15
Málaga,Vid,2018,12,11338,125.14719599199888,2018-12-15
Málaga,Trigo,2008,1,7548,474.6432535171389,2008-01-15
Málaga,Trigo,2008,2,28526,76.3751730293985,2008-02-15
Málaga,Trigo,2008,3,3941,435.5206667339977,2008-03-15
Málaga,Trigo,2008,4,48947,27.605789271126767,2008-04-15
Málaga,Trigo,2008,5,26553,34.80501141184632,2008-05-15
Málaga,Trigo,2008,6,39218,215.80199629988843,2008-06-15
Málaga,Trigo,2008,7,9378,295.7936722331528,2008-07-15
Málaga,Trigo,2008,8,48365,392.9915848062356,2008-08-15
Málaga,Trigo,2008,9,5586,160.15208312465208,2008-09-15
Málaga,Trigo,2008,10,23831,351.88099070111355,2008-10-15
Málaga,Trigo,2008,11,33443,204.8653630721968,2008-11-15
Málaga,Trigo,2008,12,6877,276.65734462681405,2008-12-15
Málaga,Trigo,2009,1,5922,272.33029117900907,2009-01-15
Málaga,Trigo,2009,2,5686,143.03108124592856,2009-02-15
Málaga,Trigo,2009,3,33006,74.66300661574125,2009-03-15
Málaga,Trigo,2009,4,13205,105.27934577152742,2009-04-15
Málaga,Trigo,2009,5,46947,218.7994065965931,2009-05-15
Málaga,Trigo,2009,6,29202,404.7679146280376,2009-06-15
Málaga,Trigo,2009,7,17848,120.77874479517573,2009-07-15
Málaga,Trigo,2009,8,26095,465.8952258829695,2009-08-15
Málaga,Trigo,2009,9,38583,104.6922134647424,2009-09-15
Málaga,Trigo,2009,10,30301,175.3525966924722,2009-10-15
Málaga,Trigo,2009,11,29747,150.79009108936197,2009-11-15
Málaga,Trigo,2009,12,29310,113.45171185343833,2009-12-15
Málaga,Trigo,2010,1,2094,35.13398600079564,2010-01-15
Málaga,Trigo,2010,2,35172,226.6324469930628,2010-02-15
Málaga,Trigo,2010,3,21674,247.35168094441613,2010-03-15
Málaga,Trigo,2010,4,16790,269.6708875958141,2010-04-15
Málaga,Trigo,2010,5,25338,115.96275881139915,2010-05-15
Málaga,Trigo,2010,6,4092,404.6618413569933,2010-06-15
Málaga,Trigo,2010,7,24862,85.4109532999491,2010-07-15
Málaga,Trigo,2010,8,14971,369.613634730916,2010-08-15
Málaga,Trigo,2010,9,5926,186.92661590710824,2010-09-15
Málaga,Trigo,2010,10,36733,71.52713353225317,2010-10-15
Málaga,Trigo,2010,11,40876,415.4047118648113,2010-11-15
Málaga,Trigo,2010,12,17428,175.39090828307127,2010-12-15
Málaga,Trigo,2011,1,44041,104.78331804867646,2011-01-15
Málaga,Trigo,2011,2,42789,488.2560223140999,2011-02-15
Málaga,Trigo,2011,3,36349,175.28236753410152,2011-03-15
Málaga,Trigo,2011,4,31062,155.67073009784997,2011-04-15
Málaga,Trigo,2011,5,32730,211.5389463124533,2011-05-15
Málaga,Trigo,2011,6,32301,438.80784183344304,2011-06-15
Málaga,Trigo,2011,7,37174,414.7716954286599,2011-07-15
Málaga,Trigo,2011,8,18695,413.9317191521813,2011-08-15
Málaga,Trigo,2011,9,19257,32.19437537040795,2011-09-15
Málaga,Trigo,2011,10,24165,272.2246435033717,2011-10-15
Málaga,Trigo,2011,11,34045,338.92270436227494,2011-11-15
Málaga,Trigo,2011,12,45331,49.80252105526961,2011-12-15
Málaga,Trigo,2012,1,40560,86.53873888599365,2012-01-15
Málaga,Trigo,2012,2,11374,67.46727242221807,2012-02-15
Málaga,Trigo,2012,3,42449,398.9708709149394,2012-03-15
Málaga,Trigo,2012,4,13450,293.1254546230315,2012-04-15
Málaga,Trigo,2012,5,36230,151.8253655935491,2012-05-15
Málaga,Trigo,2012,6,1287,313.50108498958593,2012-06-15
Málaga,Trigo,2012,7,2161,219.4683625042313,2012-07-15
Málaga,Trigo,2012,8,36131,336.0289521252631,2012-08-15
Málaga,Trigo,2012,9,39751,426.7815187274068,2012-09-15
Málaga,Trigo,2012,10,24853,21.5309222629084,2012-10-15
Málaga,Trigo,2012,11,4178,146.6796572760036,2012-11-15
Málaga,Trigo,2012,12,38770,282.5334393887057,2012-12-15
Málaga,Trigo,2013,1,27627,305.5641611511871,2013-01-15
Málaga,Trigo,2013,2,45910,411.00640814197226,2013-02-15
Málaga,Trigo,2013,3,36422,240.7655287985321,2013-03-15
Málaga,Trigo,2013,4,18755,105.55440041492174,2013-04-15
Málaga,Trigo,2013,5,38422,113.0560925800389,2013-05-15
Málaga,Trigo,2013,6,24238,133.9829070509241,2013-06-15
Málaga,Trigo,2013,7,33535,260.7029054343169,2013-07-15
Málaga,Trigo,2013,8,11770,71.71804622588554,2013-08-15
Málaga,Trigo,2013,9,45327,55.70300892130325,2013-09-15
Málaga,Trigo,2013,10,8498,424.9747399701869,2013-10-15
Málaga,Trigo,2013,11,17395,84.36995082704,2013-11-15
Málaga,Trigo,2013,12,20226,301.17849538121266,2013-12-15
Málaga,Trigo,2014,1,4009,385.2562292251058,2014-01-15
Málaga,Trigo,2014,2,15209,291.9259948332583,2014-02-15
Málaga,Trigo,2014,3,3077,195.2693771958509,2014-03-15
Málaga,Trigo,2014,4,37635,386.604852147469,2014-04-15
Málaga,Trigo,2014,5,5873,349.25361001566296,2014-05-15
Málaga,Trigo,2014,6,46863,168.6715917021914,2014-06-15
Málaga,Trigo,2014,7,34783,376.0683508932242,2014-07-15
Málaga,Trigo,2014,8,42513,133.0292507959322,2014-08-15
Málaga,Trigo,2014,9,18653,74.1771340671453,2014-09-15
Málaga,Trigo,2014,10,41469,69.78363265267564,2014-10-15
Málaga,Trigo,2014,11,30978,369.7341169304067,2014-11-15
Málaga,Trigo,2014,12,44169,99.89167656361236,2014-12-15
Málaga,Trigo,2015,1,45632,465.1411794243272,2015-01-15
Málaga,Trigo,2015,2,6543,71.92934697877689,2015-02-15
Málaga,Trigo,2015,3,46256,315.1388183234883,2015-03-15
Málaga,Trigo,2015,4,44512,136.70987965604417,2015-04-15
Málaga,Trigo,2015,5,22267,246.52960180769787,2015-05-15
Málaga,Trigo,2015,6,22057,218.93519483279505,2015-06-15
Málaga,Trigo,2015,7,16995,364.88471847457527,2015-07-15
Málaga,Trigo,2015,8,14210,320.37175271864226,2015-08-15
Málaga,Trigo,2015,9,6197,204.9632460229413,2015-09-15
Málaga,Trigo,2015,10,42486,446.2883172190804,2015-10-15
Málaga,Trigo,2015,11,32899,91.29150194168524,2015-11-15
Málaga,Trigo,2015,12,46926,255.13648225180256,2015-12-15
Málaga,Trigo,2016,1,20053,54.03965735071873,2016-01-15
Málaga,Trigo,2016,2,25209,72.46798326872064,2016-02-15
Málaga,Trigo,2016,3,22153,459.46135262306353,2016-03-15
Málaga,Trigo,2016,4,21811,83.83686863040856,2016-04-15
Málaga,Trigo,2016,5,6573,360.21222841599763,2016-05-15
Málaga,Trigo,2016,6,14731,366.1510272136364,2016-06-15
Málaga,Trigo,2016,7,44646,351.9380648975333,2016-07-15
Málaga,Trigo,2016,8,47435,306.6858127577132,2016-08-15
Málaga,Trigo,2016,9,43079,341.41692325763483,2016-09-15
Málaga,Trigo,2016,10,29835,311.0980309806993,2016-10-15
Málaga,Trigo,2016,11,15629,154.95380777330266,2016-11-15
Málaga,Trigo,2016,12,9044,143.25773410511735,2016-12-15
Málaga,Trigo,2017,1,48802,462.900664689384,2017-01-15
Málaga,Trigo,2017,2,11900,320.5186838851092,2017-02-15
Málaga,Trigo,2017,3,6581,226.7596012201852,2017-03-15
Málaga,Trigo,2017,4,21173,367.10124668081727,2017-04-15
Málaga,Trigo,2017,5,47416,335.87743461324925,2017-05-15
Málaga,Trigo,2017,6,19748,177.9381534596745,2017-06-15
Málaga,Trigo,2017,7,39687,408.5828963388894,2017-07-15
Málaga,Trigo,2017,8,26256,235.72821661840968,2017-08-15
Málaga,Trigo,2017,9,38419,328.3961429145068,2017-09-15
Málaga,Trigo,2017,10,44116,448.18990794564286,2017-10-15
Málaga,Trigo,2017,11,24382,367.180208051527,2017-11-15
Málaga,Trigo,2017,12,23394,156.40360681658328,2017-12-15
Málaga,Trigo,2018,1,46098,10.015052234237384,2018-01-15
Málaga,Trigo,2018,2,41222,168.13602063605282,2018-02-15
Málaga,Trigo,2018,3,21955,134.69585249294752,2018-03-15
Málaga,Trigo,2018,4,17309,55.128389557799,2018-04-15
Málaga,Trigo,2018,5,1935,448.25815043776856,2018-05-15
Málaga,Trigo,2018,6,44298,450.4060659713004,2018-06-15
Málaga,Trigo,2018,7,49924,51.67762888972814,2018-07-15
Málaga,Trigo,2018,8,41542,196.18974869304336,2018-08-15
Málaga,Trigo,2018,9,15252,494.5294103806906,2018-09-15
Málaga,Trigo,2018,10,20162,127.7465704906797,2018-10-15
Málaga,Trigo,2018,11,43230,245.22321488194197,2018-11-15
Málaga,Trigo,2018,12,47934,49.70891912787782,2018-12-15
Málaga,Maíz,2008,1,48014,493.7947177039775,2008-01-15
Málaga,Maíz,2008,2,5042,270.6171655874581,2008-02-15
Málaga,Maíz,2008,3,31425,42.24776273838248,2008-03-15
Málaga,Maíz,2008,4,29179,295.530080178894,2008-04-15
Málaga,Maíz,2008,5,19624,166.81338511557203,2008-05-15
Málaga,Maíz,2008,6,24988,159.81453914917265,2008-06-15
Málaga,Maíz,2008,7,39736,249.6275299007338,2008-07-15
Málaga,Maíz,2008,8,8493,300.2276718204269,2008-08-15
Málaga,Maíz,2008,9,3994,188.6886313548249,2008-09-15
Málaga,Maíz,2008,10,48291,72.8796724724946,2008-10-15
Málaga,Maíz,2008,11,6594,68.58537889850766,2008-11-15
Málaga,Maíz,2008,12,48315,353.2996332332813,2008-12-15
Málaga,Maíz,2009,1,36912,404.0068781204605,2009-01-15
Málaga,Maíz,2009,2,17626,254.97990606274632,2009-02-15
Málaga,Maíz,2009,3,41037,55.32521459009226,2009-03-15
Málaga,Maíz,2009,4,42612,340.1138494356567,2009-04-15
Málaga,Maíz,2009,5,47165,160.6895997903236,2009-05-15
Málaga,Maíz,2009,6,19542,312.3819127700416,2009-06-15
Málaga,Maíz,2009,7,11450,120.75626642643952,2009-07-15
Málaga,Maíz,2009,8,45231,482.10517426242046,2009-08-15
Málaga,Maíz,2009,9,24154,244.4606243525227,2009-09-15
Málaga,Maíz,2009,10,34066,146.1441299712171,2009-10-15
Málaga,Maíz,2009,11,14331,329.4314241256057,2009-11-15
Málaga,Maíz,2009,12,20183,61.68687945590748,2009-12-15
Málaga,Maíz,2010,1,5875,242.34050517327336,2010-01-15
Málaga,Maíz,2010,2,29621,33.565232101897365,2010-02-15
Málaga,Maíz,2010,3,47121,411.8330760072682,2010-03-15
Málaga,Maíz,2010,4,20041,254.0836723385408,2010-04-15
Málaga,Maíz,2010,5,43431,205.5917293103996,2010-05-15
Málaga,Maíz,2010,6,35675,160.80774359364307,2010-06-15
Málaga,Maíz,2010,7,25489,85.42055979362347,2010-07-15
Málaga,Maíz,2010,8,49994,406.8629659484207,2010-08-15
Málaga,Maíz,2010,9,2466,76.48727571821686,2010-09-15
Málaga,Maíz,2010,10,19350,188.76301040182136,2010-10-15
Málaga,Maíz,2010,11,21746,454.7903622569812,2010-11-15
Málaga,Maíz,2010,12,43904,353.2115815866869,2010-12-15
Málaga,Maíz,2011,1,2893,282.6676723009228,2011-01-15
Málaga,Maíz,2011,2,41874,471.3726578396276,2011-02-15
Málaga,Maíz,2011,3,22924,20.257717735099305,2011-03-15
Málaga,Maíz,2011,4,34367,462.81278079652697,2011-04-15
Málaga,Maíz,2011,5,26868,385.5983849485973,2011-05-15
Málaga,Maíz,2011,6,21597,158.4785784211947,2011-06-15
Málaga,Maíz,2011,7,44123,341.0748220814658,2011-07-15
Málaga,Maíz,2011,8,10290,466.01481341246034,2011-08-15
Málaga,Maíz,2011,9,15342,232.549994740986,2011-09-15
Málaga,Maíz,2011,10,11762,191.31201682997985,2011-10-15
Málaga,Maíz,2011,11,48080,132.93075894644312,2011-11-15
Málaga,Maíz,2011,12,42750,165.81145015676412,2011-12-15
Málaga,Maíz,2012,1,18130,484.9676880192477,2012-01-15
Málaga,Maíz,2012,2,5633,409.7270082712025,2012-02-15
Málaga,Maíz,2012,3,33284,176.25958098168806,2012-03-15
Málaga,Maíz,2012,4,49291,91.36573552595284,2012-04-15
Málaga,Maíz,2012,5,37386,332.4700868476811,2012-05-15
Málaga,Maíz,2012,6,34040,62.10527570063131,2012-06-15
Málaga,Maíz,2012,7,19157,183.8169927978042,2012-07-15
Málaga,Maíz,2012,8,36932,437.6009853662672,2012-08-15
Málaga,Maíz,2012,9,15327,493.0446072166008,2012-09-15
Málaga,Maíz,2012,10,15693,199.76446159817223,2012-10-15
Málaga,Maíz,2012,11,31254,312.04980691221635,2012-11-15
Málaga,Maíz,2012,12,42203,204.5045067378035,2012-12-15
Málaga,Maíz,2013,1,12350,213.33061367904344,2013-01-15
Málaga,Maíz,2013,2,37358,327.8950392180991,2013-02-15
Málaga,Maíz,2013,3,29369,106.84321808965376,2013-03-15
Málaga,Maíz,2013,4,30001,243.9339328453733,2013-04-15
Málaga,Maíz,2013,5,1390,267.37662520297584,2013-05-15
Málaga,Maíz,2013,6,12569,206.7162717536312,2013-06-15
Málaga,Maíz,2013,7,46875,155.70715034115145,2013-07-15
Málaga,Maíz,2013,8,6867,201.9538007755163,2013-08-15
Málaga,Maíz,2013,9,10121,28.662287293666445,2013-09-15
Málaga,Maíz,2013,10,18027,112.32715839234908,2013-10-15
Málaga,Maíz,2013,11,9921,115.3091003794924,2013-11-15
Málaga,Maíz,2013,12,11310,301.6625690325068,2013-12-15
Málaga,Maíz,2014,1,46512,58.31117281854888,2014-01-15
Málaga,Maíz,2014,2,33263,179.2856183244884,2014-02-15
Málaga,Maíz,2014,3,13242,154.77928306711206,2014-03-15
Málaga,Maíz,2014,4,9947,48.84733946928395,2014-04-15
Málaga,Maíz,2014,5,39170,300.45776102639053,2014-05-15
Málaga,Maíz,2014,6,49785,94.32215590178696,2014-06-15
Málaga,Maíz,2014,7,2436,80.30003393882983,2014-07-15
Málaga,Maíz,2014,8,9750,436.2695381198676,2014-08-15
Málaga,Maíz,2014,9,45062,301.8831138391495,2014-09-15
Málaga,Maíz,2014,10,14840,266.59507386675926,2014-10-15
Málaga,Maíz,2014,11,6037,380.015472548146,2014-11-15
Málaga,Maíz,2014,12,16848,415.9349487601055,2014-12-15
Málaga,Maíz,2015,1,8837,164.35508246459847,2015-01-15
Málaga,Maíz,2015,2,7411,416.03992399796175,2015-02-15
Málaga,Maíz,2015,3,31225,160.4164182824189,2015-03-15
Málaga,Maíz,2015,4,29926,471.0312830840101,2015-04-15
Málaga,Maíz,2015,5,9448,168.31885381650525,2015-05-15
Málaga,Maíz,2015,6,11073,485.7607223062631,2015-06-15
Málaga,Maíz,2015,7,7533,363.8123714598548,2015-07-15
Málaga,Maíz,2015,8,10927,402.8253036637394,2015-08-15
Málaga,Maíz,2015,9,25594,262.9788166068603,2015-09-15
Málaga,Maíz,2015,10,11846,497.862538461456,2015-10-15
Málaga,Maíz,2015,11,47621,339.4028367741554,2015-11-15
Málaga,Maíz,2015,12,3080,83.07900471047134,2015-12-15
Málaga,Maíz,2016,1,27123,475.7610822676604,2016-01-15
Málaga,Maíz,2016,2,9346,177.50516989406512,2016-02-15
Málaga,Maíz,2016,3,18653,52.20474814120337,2016-03-15
Málaga,Maíz,2016,4,43742,121.0784195167126,2016-04-15
Málaga,Maíz,2016,5,35493,182.25570742435204,2016-05-15
Málaga,Maíz,2016,6,46825,325.5387239293306,2016-06-15
Málaga,Maíz,2016,7,4956,67.06487593603913,2016-07-15
Málaga,Maíz,2016,8,25849,303.7359584327712,2016-08-15
Málaga,Maíz,2016,9,49849,197.7755293141533,2016-09-15
Málaga,Maíz,2016,10,39308,453.7140305851616,2016-10-15
Málaga,Maíz,2016,11,33698,106.47505717008497,2016-11-15
Málaga,Maíz,2016,12,16882,414.9069973655915,2016-12-15
Málaga,Maíz,2017,1,14009,139.59119016692347,2017-01-15
Málaga,Maíz,2017,2,30793,401.89384857843385,2017-02-15
Málaga,Maíz,2017,3,18857,414.706831189508,2017-03-15
Málaga,Maíz,2017,4,19565,238.3969834026596,2017-04-15
Málaga,Maíz,2017,5,28832,17.137905828126662,2017-05-15
Málaga,Maíz,2017,6,39650,479.3934713638074,2017-06-15
Málaga,Maíz,2017,7,29557,90.66792984674768,2017-07-15
Málaga,Maíz,2017,8,42183,118.03894331322714,2017-08-15
Málaga,Maíz,2017,9,43614,244.3843860185724,2017-09-15
Málaga,Maíz,2017,10,42913,100.57081499404222,2017-10-15
Málaga,Maíz,2017,11,7559,414.1783460686808,2017-11-15
Málaga,Maíz,2017,12,31916,384.20921198165706,2017-12-15
Málaga,Maíz,2018,1,42439,420.2462369286909,2018-01-15
Málaga,Maíz,2018,2,13070,193.1659733448312,2018-02-15
Málaga,Maíz,2018,3,41902,226.49851535295772,2018-03-15
Málaga,Maíz,2018,4,27478,80.05083002436855,2018-04-15
Málaga,Maíz,2018,5,36163,129.639188270915,2018-05-15
Málaga,Maíz,2018,6,9226,35.063600753994834,2018-06-15
Málaga,Maíz,2018,7,37133,260.73664908620344,2018-07-15
Málaga,Maíz,2018,8,12410,442.9467169013933,2018-08-15
Málaga,Maíz,2018,9,24047,421.1818379546687,2018-09-15
Málaga,Maíz,2018,10,9531,242.47309787416012,2018-10-15
Málaga,Maíz,2018,11,43674,40.40029430871161,2018-11-15
Málaga,Maíz,2018,12,17940,281.11241341527005,2018-12-15
Sevilla,Olivo,2008,1,12279,287.34902819503225,2008-01-15
Sevilla,Olivo,2008,2,7477,480.2975999983766,2008-02-15
Sevilla,Olivo,2008,3,18400,459.5960747303349,2008-03-15
Sevilla,Olivo,2008,4,42798,31.592272169486883,2008-04-15
Sevilla,Olivo,2008,5,20880,452.35425610260927,2008-05-15
Sevilla,Olivo,2008,6,15308,231.0846638108546,2008-06-15
Sevilla,Olivo,2008,7,36081,473.5257360243437,2008-07-15
Sevilla,Olivo,2008,8,10837,232.59641442701303,2008-08-15
Sevilla,Olivo,2008,9,37824,469.0946532282581,2008-09-15
Sevilla,Olivo,2008,10,33088,72.20276273993662,2008-10-15
Sevilla,Olivo,2008,11,35457,380.8114642209949,2008-11-15
Sevilla,Olivo,2008,12,4917,130.46524682176613,2008-12-15
Sevilla,Olivo,2009,1,3936,38.96185222907072,2009-01-15
Sevilla,Olivo,2009,2,29805,345.31398197341895,2009-02-15
Sevilla,Olivo,2009,3,27026,33.0167656380885,2009-03-15
Sevilla,Olivo,2009,4,28281,339.4710082713652,2009-04-15
Sevilla,Olivo,2009,5,39328,37.15378533669977,2009-05-15
Sevilla,Olivo,2009,6,2079,211.28651689980973,2009-06-15
Sevilla,Olivo,2009,7,21590,212.70255270277755,2009-07-15
Sevilla,Olivo,2009,8,16327,21.762471973995535,2009-08-15
Sevilla,Olivo,2009,9,8235,96.77030514467202,2009-09-15
Sevilla,Olivo,2009,10,22473,30.2997635215,2009-10-15
Sevilla,Olivo,2009,11,42863,279.4334473985551,2009-11-15
Sevilla,Olivo,2009,12,39679,164.52823420039758,2009-12-15
Sevilla,Olivo,2010,1,20037,250.30017440090148,2010-01-15
Sevilla,Olivo,2010,2,41644,57.51317877305812,2010-02-15
Sevilla,Olivo,2010,3,2141,312.58926638053265,2010-03-15
Sevilla,Olivo,2010,4,20281,341.99744454005014,2010-04-15
